,0
1234,우크라이나 사태    전쟁위협 고조 안돼      평화는 힘에서 나와 
1235,윤석열 이재명 연이어 만난 김동연  갈 길 간다  완주 의지
1236,이런 대선은 처음 민주당 텃밭 호남서 펼쳐지는 진풍경
1237,윤석열  안철수에  대등한 공동 인사권  제안했었다
1238,더블어민주당 의원총회 개최
1239,윤석열   단일화 회견  후 포항 유세부터 일정 재개
1240,우크라이나 사태 현안 질의 답하는 서욱 장관
1241,신도림역 앞 가득 메운   지지자들
1242, 속보     과 단일화 결렬 이유 알 수 없어 특별한 이유 없다는 답 받아 
1243,국민의힘 권성동  저는 과거 윤핵관  새로운 윤핵관은 이철규 
1244,이재명  역사를 담은 경주에서 미래를 연다  경주 유세
1245,시민들과 주먹인사하는 이재명 대선후보
1246,  지지자  유세장서 여성 폭행 영상에    또 야만적 행태 
1247, 전주 찾은 안철수 국민의당 대선 후보 
1248,윤석열 후보    사고는 반미 친북 미사일 발사 소 닭 보듯 봐 
1249,번화가 서면에 선 이재명
1250,권영세       자위대 발언  사과 안하면 법적조치  빈말 아냐 
1251,송영길 대표 옆  찰칵  이준석 대표
1252,창원 상남분수광장 유세 나선 이재명
1253,김현종   지지 호소  대통령 실력 없으면 우리것 눈앞서 잃어 
1254,단일화 결렬 기자회견 마친 윤석열 후보
1255,윤석열  안철수 측  오전 시 단일화 결렬 통보   지금이라도 회동하자 
1256,이재명 대선후보  머리카락 휘날리며 
1257,이준석  소고기 도둑 이재명  준비 안 된 부도덕한 후보 
1258,더불어민주당 송영길 대표 의원총회 발언
1259,고창 전통시장 찾은 안철수
1260,    에 보낸 문자 공개  진정성 믿어달라 
1261,대권 레이스    일 혈전       대세론 없는 초박빙 격돌 종합 
1262,허리 숙여 풍선 받는 이재명 후보
1263, 적극적인 지지 
1264,    한반도에 일본 개입 허용  에  유사시 들어올 수 있지만   종합 
1265,이재명   박정희 고향  구미에서
1266,이재명 대선후보의 대구 유세
1267,원우명부에 기재된 김건희 씨의 도이치모터스 이사 경력
1268,이재명  전쟁은 어떤 경우에도 허용돼선 안된다   뉴시스    
1269,유력 주자 오간다고  번지는 아니잖아요  송문희의 도전장
1270,이재명 대선후보  노무현 전 대통령의 손자와 함께 두 팔 번쩍 
1271, 어제 대리인 합의했지만 결렬 통보   화답 기다리겠다 
1272, 영상 우상호     단일화 결렬 선언  에 책임씌워 지지자 얻으려는 것 
1273,이재명 후보  김포 유세
1274,꽃다발 받은 이준석 대표
1275,대구서 지지 호소하는 이재명 후보
1276,독립단체  윤석열  유사시 일본 들어올수 있지만  발언 규탄 
1277,심상정 후보 변희수 하사  주기 추모제 참석
1278,윤석열 이재명 연이어 만난 김동연  갈 길 간다  완주 의지
1279,이재명  표심 저격수
1280, 속보  측   제안  신뢰담보에 불충분해 단일화 최종결정 못해 
1281,소상공인 자영업자 미래 생존 정책 건의안 받는 이재명 후보
1282,지지 호소하는 윤석열 후보
1283,파주서 지지 호소하는 이재명 후보
1284, 포토 윤석열  안철수와 단일화 관련 입장 표명
1285,이용우 의원  김건희씨 도이치모터스 관련 자료 공개
1286,마스크 만지는 윤석열 후보
1287, 역사를 담은 경주  유세 나선 이재명 후보
1288,윤석열  오후  시 기자회견 단일화 관련 입장표명
1289, 대선       동선 보면 전략 보인다 마지막 열흘  결국은  수도권 
1290, 전주신중앙시장 찾은 안철수 후보 
1291,열정적 율동도 좋지만 후보는 어디에  
1292, 오늘의 주요일정 정치  월  일 토요일 
1293,     국회의원 서울 종로 재 보궐선거 앞두고 
1294,시민들 앞에 선 안철수 부부
1295, 측이 공개한 협상 전말   공동 정부 인수위  합의문도 마련 
1296, 이재명이 부산에 왔습니다 
1297,윤석열  문대통령 탈원전 번복 잘못된 판단으로 허송세월 
1298, 국민이 키운 윤석열  내일을 바꾸는 대통령 
1299,푸틴이냐 국제적 욕먹은 이재명에 윤석열  대신 사과 
1300,실물 공개된 대장동 배수구 문건
1301,윤여준 법륜 등 원로 인사들  통합내각 개헌 등 제안 논의
1302,물 마시는 이재명 후보
1303,푸른 풍선 응원받는 이재명
1304, 그래픽  대선 지지율  종합 
1305, 단일화 결렬  각오한 윤석열          지지율 결집  승부수
1306,권성동 의원과 강원 유세 나선 윤석열 후보
1307,이재명  거대 양당제 깨야     윤석열  정권교체 물타기 
1308,달구벌 달구는 이재명
1309, 속보    오후  시 당사서 기자회견 단일화 입장 표명
1310,   표심 공략하는 이재명
1311,윤석열 속초 유세
1312,민주당은  쾌재   윤석열  사실상 단일화 포기 선언 
1313, 포토 안철수 후보와 단일화 결렬 알리는 윤석열 국민의힘 대선후보
1314,성소수자부모모임 회원들과 인사 나누는 심상정 후보
1315,   선거 열흘 전 개헌 운운하는 사기꾼들 믿지 마시라    직격
1316,우상호  윤석열  단일화 결렬 책임  에 떠넘겨   
1317,자전거 유세 마치고 헬멧 벗는 이재명
1318,단일화 협상 관련 기자회견 위해 회견장 들어서는 윤석열 후보
1319,주말 유세 나선 윤석열  민주당  좌파 운동권 세력 
1320,윤석열  안철수에 두 번째 전화  주말 담판  성사 여부 촉각
1321,이재명 대선후보  포항 민심 향해 
1322,원희룡  고속도로서  대장동 문건  입수     국민  희룡  말라 
1323,강릉 커피거리 방문한 심상정 후보
1324,이재명 대선 후보 동대구역 유세에 몰린 인파
1325,     민주운동  기념식서 국기에 경례하는 김부겸 총리
1326,홍준표  러 우크라 침공에  비핵국가의 설움 
1327,황리단길 찾아 자전거 유세 선보이는 이재명
1328,국민의힘  대장동 문건 보따리 공개  배수구 청소중 발견 
1329,이재명 유세 듣는 시민들
1330, 영상  정리해서 못만나면 깐다 는   파일 제목  덮어쓰느라 벌어진 오해 
1331,박종성 전 양주시 기획행정실장 출판기념회  성료 
1332, 속보 윤석열  오늘 오전  시 단일화 결렬 통보 받았어 
1333,유세하는 심상정
1334,윤석열  우리도 대통령이 멍청한 짓 안하면 잘 살 수 있어 
1335,이태규  후보간 만남 조건    진솔한 사과  협상 공개 회견은 모순 
1336,윤석열     단일화 결렬 통보  희망의 끈 놓지 않을 것  종합 
1337,정청래  돈 없고 빽 없는 국민 눈물 이재명 후보가 닦아 줄 것 
1338, 기호  번 이재명입니다 
1339,고향 표심 호소하는 이재명
1340,   윤석열 사전에  민생 은 있어도  정치보복 은 없다 
1341,    겨냥  우크라사태 답도 머리에 없는데 어떻게 대통령하나 
1342,이재명  한 번 가입으로 시도 내 모든 공공도서관 도서 대출 반납 
1343,   내일 긴급의총  이재명표  정치개혁 당론 추인
1344,윤석열  방역패스 중단 환영 완전 철폐 앞장설 것 
1345,이준석  단일화 필수 아니다   우리 후보 경쟁력 있어 
1346,송영길  정치개혁  통합 정부 충정  윤호중  실제 입법 제도화 
1347,안철수  윤석열 단일화 담판  생각 않고 있다 경선하면 모를까 
1348,윤석열 후보  양천구 목동서 유세
1349,강릉 간 심상정  이대로 대선 끝나면  년간 처절한 진흙탕 정치 
1350,   토론     평화 지키려면 힘 필요        다 죽고 이기면 뭐하나 
1351,우상호     한미일 동맹  해명에  이 사람들이 국민을 바보로 아나 
1352,이재명  북한 도발 규탄 경거망동 중단하라 
1353, 유세 중단     단일화 기자회견 뒤 오후  시 포항서 유세 재개
1354, 그래픽  제  대 대선 주요 일정
1355, 적극적인 지지 
1356, 강원 찾아 지지 호소하는 윤석열 후보
1357,윤석열  오늘 경북 유세 돌연 취소  과  단일화 담판  시도
1358, 포토 당사 나서는 윤석열 국민의힘 대선후보
1359,더불어민주당 긴급 의원총회 열어
1360, 그래픽  대선 지지율  종합 
1361,원우명부에 기재된 김건희 씨의 도이치모터스 이사 경력
1362,이재명  어르신 공약 발표  기초연금 월   만원으로 인상 
1363,원희룡 선대본 정책본부장  대장동 배수구 문건 실물 공개 
1364,심상정  선심성 예산 밀어붙이면서  차별금지법 은 동의 필요한가 
1365,나를 위해 행복을 위해 선택했습니다
1366,이재명  징용 위안부 해결책   에 요청말고  이 찾아내라 
1367,민주당 충청권 국회의원  지방기업 법인세 감면  이재명 공약 지지
1368,안보관 정면 충돌    난폭한 초보정치인     유약한 안보관 
1369,주먹 불끈 쥔 이재명 대선후보
1370,이재명  대선 승리 향해
1371,고양시 공약 들어 보이는 이재명 대선후보
1372,윤석열    미사일 발사 강력 규탄  힘을 통한 평화  달성할 것 
1373,이낙연  러시아  국제법 위반 용감한 우크라 대통령 국민 경의 
1374,윤석열 후보 유세 지켜보는 시민들
1375,     밀약설  유포에 국민의당 분노  민주당과 어떤 논의도 없어 
1376,자위대 개입  우크라 탓  이재명 윤석열 뒤끝 공방
1377,빙하타고 온 둘리  이완용 같다  비방전 치달은     종합 
1378,윤석열 후보  강원 유세 
1379,윤석열  오늘 경북 유세 돌연 취소  과  단일화 담판  시도
1380,윤석열  조국 사태  내로남불 국민 무시의 상징 
1381,   간 이재명  통합정부  강조  주가조작 뼈도 못추리게 해야 
1382,윤석열  단일화 전말 전격 공개   책임론 부각 이탈표 잡기
1383,민주  이르면 모레 의총 다당제 정치개혁안 당론채택 종합 
1384,이재명이 약속합니다
1385,   오후  시 단일화 회견  여론조사 수용 공동정부 제안  전망 종합 
1386, 강원 민심을 잡아라 
1387,윤석열  단일화 결단  
1388,제주 찾은 이낙연  이재명 지지 호소 
1389,울산 유세 마친 이재명
1390, 속보 권영세   측 여론조사 단일화 요구 없어 사퇴 관련 모양새를 요구 
1391, 속보 윤석열  야권 통합 희망의 끈 놓지 않겠다   화답 기다려 
1392,부산 시민들과 나란히 선 이재명
1393,공수처 해법    역량 보완     안 고쳐지면 폐지     폐지 
1394,국힘      대장동 의혹  대선까지 뭉개려는 것 
1395,안철수 후보  고창 상인들 손 꼭 잡고 
1396,   우크라  초보대통령      일본군 들어올 수도     후폭풍 자초한 안보 발언
1397,윤석열       이재명       정권교체        정권유지      
1398,   토론     평화 지키려면 힘 필요        다 죽고 이기면 뭐하나 
1399,이재명 지지 연설에 한데 모인 시민들
1400,두루마기 입고 태극기 흔드는 이재명
1401,이재명 후보 유세 지켜보는 지지자
1402,   단일화 무산에   직격  권한 많은 사람  책임도 커 
1403,이재명  김종인에  선거  합류  타진 개헌 고리로 교감하나
1404,이재명은 합니다
1405,죽도시장 상인들 만난 윤석열
1406,윤호중  윤석열   윤핵관  꽁꽁 숨기느라 얼마나 힘들었나 
1407,   유세 현장  반대 목소리
1408,서귀포 표심 공략하는 이낙연 총괄선대위원장
1409,이재명  포스코 지주사 포항 유치 환영 경북 발전에 큰 전기 
1410,이재명  주먹 불끈
1411,사인하는 안철수
1412,      정권교체 진영 분열시켜 단일화 가능성 제로  종합 
1413, 속보    단일화 거부  이미 협상 시한 종료 분명히 선언 
1414,    단일화 충돌에 눈 반짝이는    지지층과 중도층 포섭 총력
1415,보수 표심 구애하는 이재명 후보
1416, 강원 민심은 어디로  
1417,국방위 참석한 서욱 국방부 장관과 정석환 병무청장
1418,송영길      에서 봐도 황당하고 준비안된 위험한 인물 
1419,이재명 대선후보 김포 유세
1420,강병인 캘리그라퍼와 인사하는 이재명 대선후보
